"respid","interviewstart","q1_purchases_last6months","q2_timesin12months","q3_visitstore12months","q4_visitweb12months","q3_1_purchoff12months","q4_1_purchonline12months","typeofcustomer","typeofvisits","segments","q5_clothes","q5_shoes","q5_bags","q5_personalcare","q5_others","q5_others_desc","q6_purchinstore_websearch","q7_purchonl_searchinstore","q8_purchinstore_searchmobile","q10_purchinstore_homedelivery","q11_purchonline_pickupstore","q12_1_instore_homedeliv_weight","q12_2_instore_homedeliv_brandedbags","q12_3_instore_homedeliv_differentsender","q12_4_instore_homedelive_neverhomedelivery","q12_5_instore_homedel_other","q12_6_instore_homedel_other_esp","q13_1_online_storedel_sendingfees","q13_2_online_storedel_return","q13_3_online_storedel_unknownaddress","q13_4_online_storedel_visitstore","q13_5_online_storedel_neverused","q13_6_online_storedel_other","q13_7_online_storedel_other_esp","q14_storelocationaccesibility","q15_webaccesibility","q16_instore_access_product_anywhere","q17_online_access_product_anywhere","q18_instore_shortdeliverytime","q19_online_shortdeliverytime","q20_instore_information_employees","q21_online_information_web_mails","q22_instore_infoaboutproducts","q23_online_infoaboutproducts","q24_instore_assortment","q25_online_assortment","q26_instore_productform_assurance","q27_online_productform_assurance","q28_instore_assort_lasting","q29_online_assort_lasting","q30_instore_deliverytime","q31_online_deliverytime","q32_online_info_deliverytime","q33_instore_return_policy","q34_online_return_policy","q35_instore_payment_methods","q36_online_payment_methods","q37_instore_kindness_employees","q38_instore_tidyness","q39_online_attractivedesign","q40_online_clarityportfolio","q41_online_peaceofmindinfo_privacysecurity","q42_instore_pleasant_socialinteraction","q43_online_pleasant_socialinteraction","q44_satisfaction_products_brand","q45_satisfaction_instore_brand","q46_satisfaction_web_brand","q47_instore_search_alternat","q48_online_search_alternat","q49_futureint_productsbrand","q50_futureint_instorepurch","q51_futureint_onlinepurch","q52_out10_instoreBrand_totalinstore","q53_out10_onlineBrand_totalinstore","q54_instore_recomend","q55_online_recomend","q56_newchannel_attitud","q57_instore_prices_to_otherbrands","q58_online_pricesto_otheronline","q59_online_sendingfees_toothers","q60_instore_impreducingtime","q61_online_impreducingtime","q62_out10_instoreBrand_totalinstore","q63_out10_onlineBrand_totalinstore","q64_Sex","q65_age","q_65_recoded_age","q66_marital_status","q67_peopleathome","q68_childrenunder14","q69_localzipnumber","q70_state","q71_town_pop","q72_educationlevel","q73_occupation","q74_monthlyincome","distance_km","distance_minutes"
"725",2015-04-08 12:38:00,"YES","60-69%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,6,7,7,7,6,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,6,8,8,7,7,6,6,6,7,7,7,8,6,8,8,6,7,6,7,8,7,8,7,7,9,10,8,8,8,7,8,6,8,10,9,9,9,8,8,8,7,8,"Disfruto explorando canales alternativos",8,8,9,9,6,9,8,"Male",21,"Menos de 25 años","Vive en pareja (sin casarse)",5,"Dos","3204","ALICANTE","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",2.1,11
"726",2015-04-08 12:38:00,"YES","60-69%","YES","YES","Three or four times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,8,4,8,6,5,"NO","NO","NO","NO","YES","envío gratuito a tienda","YES","NO","NO","NO","NO","NO",NA,7,8,8,8,7,7,7,6,6,7,7,8,7,7,8,7,8,8,8,7,7,7,8,8,9,8,8,9,9,9,10,10,10,6,6,9,8,10,8,8,9,9,"Me gusta comprar en el mismo canal",8,9,8,8,8,9,9,"Female",23,"Menos de 25 años","Soltero/a",5,"Ninguno","28822","MADRID","De 100000 a 499999 habitantes","Estudios universitarios","Estudiante","De 2.000 a 2.499,99 €",6.6,13
"727",2015-04-08 12:40:00,"YES","90-100%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,9,5,4,5,2,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","YES","NO","NO",NA,7,10,10,10,9,10,7,7,10,10,8,9,8,8,7,8,8,8,10,10,9,9,9,9,9,9,9,9,9,10,10,10,10,6,6,10,10,10,8,6,9,9,"Disfruto explorando canales alternativos",7,7,5,6,6,7,6,"Female",26,"De 25 a 40 años","Soltero/a",3,"Ninguno","48140","VIZCAYA","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","Menos de 500 €",24.3,32
"7375",2015-04-19 14:42:00,"YES","40-49%","NO","YES",NA,"More than five times","Online shopper","visitweb","Online customer_monochannel user","YES","YES","NO","NO","NO",NA,8,8,8,8,8,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,8,9,7,7,9,9,9,9,9,8,8,8,4,4,9,6,9,10,10,9,9,"Disfruto explorando canales alternativos",7,8,8,7,8,8,8,"Male",44,"De 41 a 60 años","Casado/a",4,"Uno","33404","ASTURIAS","De 20000 a 99999 habitantes","Master","Trabaja por cuenta ajena","4000 € ó más",6.5,16
"738",2015-04-08 13:05:00,"YES","20-29%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,0,9,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,"Me gusta comprar en el mismo canal",7,7,7,7,7,10,10,"Female",39,"De 25 a 40 años","Casado/a",3,"Ninguno","46950","VALENCIA","De 500000 a 1000000 habitantes","Estudios universitarios","Parado","Menos de 500 €",7.5,15
"7444",2015-04-19 15:30:00,"YES","10-19%","YES","YES","None","Twice or three times","Online shopper","visitboth","Online customer_omnichannel user","YES","YES","NO","YES","NO",NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,7,10,10,7,5,10,10,10,10,10,10,5,10,10,10,7,10,10,10,10,10,8,7,10,10,10,5,10,9,10,10,10,10,10,10,2,7,9,10,"Me gusta probar nuevos canales por diversión",8,8,5,0,0,5,2,"Female",42,"De 41 a 60 años","Vive en pareja (sin casarse)",2,"Ninguno","50700","ZARAGOZA","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",113,69
"758",2015-04-08 13:32:00,"YES","20-29%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,6,6,6,6,6,"YES","NO","YES","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,5,5,5,6,"Disfruto explorando canales alternativos",6,6,6,6,6,5,5,"Male",31,"De 25 a 40 años","Soltero/a",5,"Ninguno","3690","ALICANTE","De 20000 a 99999 habitantes","Enseñanza primaria (EGB/ESO)","Parado","De 1.000 a 1.249,99 €",12.1,18
"76",2015-03-25 20:34:00,"YES","60-69%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,5,5,5,2,1,"YES","NO","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,9,8,8,8,8,8,9,9,8,7,8,8,"Me gusta comprar en el mismo canal",5,5,5,3,3,8,8,"Female",43,"De 41 a 60 años","Vive en pareja (sin casarse)",4,"Dos","8921","BARCELONA","De 1000 a 4999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",1.5,11
"762",2015-04-08 13:36:00,"YES","10-19%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","YES","NO",NA,10,6,5,0,1,NA,NA,NA,NA,NA,NA,"NO","YES","NO","NO","NO","NO",NA,8,10,10,10,5,9,5,9,8,8,5,10,8,8,7,8,7,8,10,7,8,10,7,8,8,9,9,10,8,8,8,8,8,5,9,8,7,8,5,6,8,8,"Soy cauteloso a la hora de probar nuevos canales",7,7,7,7,8,5,5,"Female",47,"De 41 a 60 años","Casado/a",4,"Ninguno","25005","LÉRIDA","De 5000 a 19999 habitantes","Enseñanza primaria (EGB/ESO)","Labores de casa","Menos de 500 €",5.6,15
"768",2015-04-08 13:50:00,"YES","30-39%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,10,10,8,6,8,10,8,8,9,8,8,9,10,10,9,10,10,10,10,10,8,9,6,10,10,0,0,8,8,8,5,9,10,8,9,3,2,10,10,"Soy cauteloso a la hora de probar nuevos canales",2,3,4,7,5,1,3,"Male",36,"De 25 a 40 años","Casado/a",4,"Dos","15160","CORUÑA, LA","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 500 a 999,99 €",15.6,25
"77",2015-03-25 20:35:00,"YES","40-49%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,4,1,2,2,1,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,"Soy cauteloso a la hora de probar nuevos canales",7,7,6,6,0,0,0,"Female",20,"Menos de 25 años","Vive en pareja (sin casarse)",3,"Uno","35109","PALMAS, LAS","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",29.8,34
"771",2015-04-08 14:01:00,"YES","50-59%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,7,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,9,7,5,6,8,10,7,8,8,8,8,10,10,6,10,8,8,10,7,9,6,8,9,8,10,10,10,10,9,4,5,10,10,10,6,5,10,10,"Disfruto explorando canales alternativos",5,5,5,7,4,7,7,"Female",37,"De 25 a 40 años","Casado/a",2,"Ninguno","28922","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",3.1,4
"773",2015-04-08 14:04:00,"YES","50-59%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","YES","NO",NA,6,6,6,6,7,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,8,7,7,8,6,7,7,8,8,8,8,9,7,8,7,8,6,7,8,7,8,8,7,8,7,7,8,7,5,9,9,7,8,6,9,9,7,6,2,10,5,"Disfruto explorando canales alternativos",8,5,6,5,5,8,4,"Female",45,"De 41 a 60 años","Casado/a",4,"Uno","46800","VALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",18.3,18
"78",2015-03-25 20:36:00,"YES","30-39%","YES","YES","Three or four times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","YES","NO",NA,2,1,1,6,8,"YES","NO","YES","NO","NO",NA,"YES","NO","YES","NO","NO","NO",NA,7,8,6,9,4,4,6,1,3,7,1,3,10,5,7,7,9,9,10,8,3,9,9,4,4,7,3,8,10,0,5,7,6,7,7,8,7,9,5,2,7,5,"Me gusta probar nuevos canales por diversión",5,5,5,0,1,5,5,"Male",25,"De 25 a 40 años","Soltero/a",3,"Ninguno","48510","VIZCAYA","De 5000 a 19999 habitantes","Estudios universitarios","Parado","De 500 a 999,99 €",4.6,10
"781",2015-04-08 14:19:00,"YES","40-49%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,10,0,0,4,10,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,5,9,8,8,6,5,10,5,8,7,7,7,5,5,5,4,7,7,7,5,5,7,7,7,7,7,6,7,6,6,4,5,5,7,7,7,7,7,3,3,7,7,"Me gusta probar nuevos canales por diversión",5,5,0,5,5,7,7,"Male",46,"De 41 a 60 años","Soltero/a",1,"Ninguno","31600","NAVARRA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",3.4,10
"786",2015-04-08 14:28:00,"YES","70-79%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,3,4,5,5,4,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,7,7,7,8,8,8,7,7,8,8,8,8,8,8,7,7,7,7,7,7,8,9,8,8,7,8,8,8,9,8,8,9,7,2,2,10,9,7,9,9,10,10,"Soy cauteloso a la hora de probar nuevos canales",4,4,4,4,7,9,8,"Female",43,"De 41 a 60 años","Casado/a",4,"Dos","41010","SEVILLA","Más de 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",2.5,10
"791",2015-04-08 14:36:00,"YES","90-100%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,10,10,10,10,10,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Me gusta probar nuevos canales por diversión",10,10,10,10,10,10,10,"Female",40,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","28710","MADRID","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta propia","De 1.000 a 1.249,99 €",21.7,25
"792",2015-04-08 14:38:00,"YES","20-29%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","YES","NO",NA,8,8,7,8,8,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,7,8,9,7,8,7,8,7,9,7,9,6,8,7,8,7,9,9,7,9,6,8,7,6,8,7,8,7,9,9,8,9,8,8,8,6,8,7,9,6,8,"Disfruto explorando canales alternativos",6,8,7,6,8,6,7,"Male",45,"De 41 a 60 años","Vive en pareja (sin casarse)",2,"Ninguno","15900","CORUÑA, LA","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",32.4,26
"793",2015-04-08 14:38:00,"YES","30-39%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,6,4,2,2,0,"YES","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,7,6,5,7,5,7,6,6,6,7,5,5,7,7,7,6,7,8,8,6,7,6,7,5,7,6,6,6,8,5,6,6,4,6,2,3,5,7,"Disfruto explorando canales alternativos",5,6,6,8,4,2,3,"Female",31,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","50600","ZARAGOZA","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",63,57
"794",2015-04-08 14:39:00,"YES","10-19%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,9,9,9,3,3,"NO","NO","YES","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,10,10,10,10,10,10,8,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,10,10,10,10,10,10,10,"Disfruto explorando canales alternativos",3,3,2,9,10,10,10,"Male",55,"De 41 a 60 años","Casado/a",4,"Dos","20013","GUIPÚZCOA","De 100000 a 499999 habitantes","Master","Trabaja por cuenta ajena","4000 € ó más",2.5,14
"795",2015-04-08 14:40:00,"YES","20-29%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,7,8,3,0,6,NA,NA,NA,NA,NA,NA,"YES","NO","NO","YES","NO","NO",NA,6,7,9,9,6,6,6,7,9,6,9,6,9,6,10,7,9,6,6,7,5,7,7,8,8,8,8,7,7,7,7,9,8,5,5,9,9,6,5,5,9,8,"Disfruto explorando canales alternativos",6,6,5,6,9,9,6,"Male",51,"De 41 a 60 años","Casado/a",2,"Ninguno","8293","BARCELONA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",28.7,37
"7958",2015-04-20 03:24:00,"YES","10-19%","YES","YES","None","Once","Online shopper","visitboth","Online customer_omnichannel user","YES","NO","NO","NO","NO",NA,7,7,7,7,6,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,8,8,8,6,7,4,7,5,5,7,8,7,5,7,6,6,6,5,4,6,5,4,4,5,7,6,6,7,6,5,6,8,6,7,8,5,7,3,4,4,7,"Me gusta probar nuevos canales por diversión",6,7,7,7,7,1,7,"Female",32,"De 25 a 40 años","Soltero/a",2,"Ninguno","28012","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",0.85,10
"797",2015-04-08 14:44:00,"YES","0-9%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,8,6,8,6,7,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,6,8,7,8,7,7,8,7,7,8,8,8,9,8,7,8,8,7,7,8,8,8,7,9,8,7,8,7,7,8,9,8,9,8,9,8,9,9,9,9,9,9,"Disfruto explorando canales alternativos",6,8,8,9,7,9,9,"Male",34,"De 25 a 40 años","Casado/a",2,"Ninguno","15008","CORUÑA, LA","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",0.95,2
"8",2015-03-25 12:51:00,"YES","30-39%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","YES","NO",NA,6,6,7,3,8,"YES","NO","NO","YES","NO",NA,"YES","YES","NO","NO","NO","NO",NA,7,7,7,7,6,7,9,5,6,7,6,7,7,7,4,4,5,5,5,5,5,9,9,9,8,8,8,3,5,5,9,9,9,8,7,8,8,8,5,4,7,7,"Me gusta probar nuevos canales por diversión",7,7,7,3,4,4,4,"Male",40,"De 25 a 40 años","Casado/a",7,"Tres","8015","BARCELONA","Más de 1000000 habitantes","Enseñanza primaria (EGB/ESO)","Trabaja por cuenta ajena","De 500 a 999,99 €",1.7,8
"801",2015-04-08 14:50:00,"YES","80-89%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,10,10,9,7,9,"YES","NO","YES","NO","NO",NA,"YES","YES","NO","YES","NO","NO",NA,10,10,9,9,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,"Disfruto explorando canales alternativos",4,3,2,5,5,9,9,"Female",56,"De 41 a 60 años","Casado/a",4,"Dos","34001","PALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","4000 € ó más",0.55,7
"805",2015-04-08 14:55:00,"YES","20-29%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,3,2,2,1,"YES","NO","NO","NO","NO",NA,"NO","NO","NO","YES","NO","NO",NA,8,8,9,9,9,9,5,8,7,8,7,8,8,8,9,10,9,8,8,8,8,8,9,6,5,8,8,9,7,4,7,8,8,5,4,8,9,9,6,8,7,9,"Me gusta comprar en el mismo canal",6,6,4,6,6,6,8,"Female",51,"De 41 a 60 años","Vive en pareja (sin casarse)",4,"Ninguno","28044","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",1.4,13
"812",2015-04-08 15:08:00,"YES","50-59%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,3,3,2,4,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,8,10,10,10,10,10,6,10,10,8,6,6,8,8,7,7,9,9,10,10,10,10,7,10,6,8,9,8,8,5,10,10,10,8,8,10,10,10,8,8,10,10,"Soy cauteloso a la hora de probar nuevos canales",6,6,5,8,8,8,8,"Female",30,"De 25 a 40 años","Casado/a",4,"Dos","14870","CÓRDOBA","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",77.5,73
"813",2015-04-08 15:16:00,"YES","0-9%","YES","YES","None","Once","Online shopper","visitboth","Online customer_omnichannel user","YES","NO","NO","NO","NO",NA,6,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,4,4,5,4,5,4,5,4,6,5,4,5,4,5,4,4,4,6,4,4,5,5,4,4,5,4,6,4,4,4,5,5,4,5,5,6,6,6,6,"Disfruto explorando canales alternativos",5,5,5,5,5,5,5,"Male",50,"De 41 a 60 años","Casado/a",4,"Dos","50600","ZARAGOZA","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 2.500 a 2.999,99 €",63,57
"824",2015-04-08 15:34:00,"YES","30-39%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","YES","NO",NA,7,10,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,8,7,10,9,8,8,9,9,10,9,10,10,10,9,8,9,9,10,9,10,9,10,10,10,9,9,9,8,10,10,10,9,8,10,10,9,10,9,10,10,"Soy cauteloso a la hora de probar nuevos canales",9,9,3,9,9,10,8,"Male",58,"De 41 a 60 años","Casado/a",3,"Ninguno","41008","SEVILLA","Más de 1000000 habitantes","Enseñanza primaria (EGB/ESO)","Parado","De 1.000 a 1.249,99 €",2.8,11
"825",2015-04-08 15:38:00,"YES","70-79%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,9,3,5,0,8,NA,NA,NA,NA,NA,NA,"YES","YES","YES","YES","NO","NO",NA,8,10,10,10,10,8,3,6,7,7,9,10,7,7,4,4,7,7,7,10,10,10,10,6,5,7,7,7,4,5,9,6,9,3,5,9,8,9,9,8,9,9,"Disfruto explorando canales alternativos",6,6,5,0,0,9,8,"Female",27,"De 25 a 40 años","Soltero/a",6,"Ninguno","36995","PONTEVEDRA","De 5000 a 19999 habitantes","Estudios universitarios","Parado","Menos de 500 €",6.8,17
"839",2015-04-08 16:21:00,"YES","40-49%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,7,7,8,7,8,"YES","NO","NO","NO","NO",NA,"NO","NO","YES","NO","NO","NO",NA,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,9,8,8,9,8,8,"Investigar nuevos canales es una pérdida de tiempo",7,7,8,7,7,10,8,"Male",25,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Uno","49600","ZAMORA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.250 a 1.499,99 €",69.5,49
"843",2015-04-08 16:30:00,"YES","30-39%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,9,6,7,7,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,8,7,8,7,7,7,7,7,8,7,8,7,7,8,7,8,7,8,7,9,8,9,9,8,8,"Disfruto explorando canales alternativos",8,8,8,8,8,8,8,"Female",50,"De 41 a 60 años","Casado/a",5,"Uno","8275","BARCELONA","De 1000 a 4999 habitantes","Estudios universitarios","Parado","De 3.000 a 3.499,99 €",27.7,38
"844",2015-04-08 16:36:00,"YES","90-100%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,"NO","NO","YES","NO","NO","NO",NA,10,10,10,10,10,10,10,10,10,9,10,9,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,3,3,10,10,10,10,10,10,10,"Me gusta comprar en el mismo canal",0,3,0,0,0,10,10,"Male",34,"De 25 a 40 años","Casado/a",3,"Uno","2630","ALBACETE","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",44.9,35
"851",2015-04-08 16:50:00,"YES","50-59%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,2,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,2,8,5,6,4,7,7,3,3,7,7,6,5,7,6,8,7,5,8,8,7,5,6,7,7,4,4,7,7,6,7,6,5,5,4,3,3,7,6,"Me gusta comprar en el mismo canal",7,7,7,2,2,3,3,"Female",30,"De 25 a 40 años","Soltero/a",1,"Ninguno","19001","GUADALAJARA","De 20000 a 99999 habitantes","Estudios universitarios","Parado","Menos de 500 €",1.5,6
"857",2015-04-08 16:53:00,"YES","20-29%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,9,10,10,1,1,"YES","NO","YES","NO","NO",NA,"NO","YES","NO","YES","NO","NO",NA,9,9,9,8,8,9,9,9,9,9,9,9,9,9,8,8,8,9,8,9,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,"Disfruto explorando canales alternativos",9,9,9,9,9,9,9,"Male",47,"De 41 a 60 años","Casado/a",4,"Uno","28701","MADRID","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",23.6,31
"8590",2015-04-20 08:47:00,"YES","40-49%","NO","YES",NA,"Once","Online shopper","visitweb","Online customer_monochannel user","YES","NO","NO","NO","NO",NA,10,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,10,10,10,10,2,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,5,9,10,10,"Me gusta probar nuevos canales por diversión",7,7,8,9,7,7,7,"Female",27,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Uno","4200","ALMERÍA","De 1000 a 4999 habitantes","Estudios universitarios","Parado","De 500 a 999,99 €",33.3,50
