"respid","interviewstart","q1_purchases_last6months","q2_timesin12months","q3_visitstore12months","q4_visitweb12months","q3_1_purchoff12months","q4_1_purchonline12months","typeofcustomer","typeofvisits","segments","q5_clothes","q5_shoes","q5_bags","q5_personalcare","q5_others","q5_others_desc","q6_purchinstore_websearch","q7_purchonl_searchinstore","q8_purchinstore_searchmobile","q10_purchinstore_homedelivery","q11_purchonline_pickupstore","q12_1_instore_homedeliv_weight","q12_2_instore_homedeliv_brandedbags","q12_3_instore_homedeliv_differentsender","q12_4_instore_homedelive_neverhomedelivery","q12_5_instore_homedel_other","q12_6_instore_homedel_other_esp","q13_1_online_storedel_sendingfees","q13_2_online_storedel_return","q13_3_online_storedel_unknownaddress","q13_4_online_storedel_visitstore","q13_5_online_storedel_neverused","q13_6_online_storedel_other","q13_7_online_storedel_other_esp","q14_storelocationaccesibility","q15_webaccesibility","q16_instore_access_product_anywhere","q17_online_access_product_anywhere","q18_instore_shortdeliverytime","q19_online_shortdeliverytime","q20_instore_information_employees","q21_online_information_web_mails","q22_instore_infoaboutproducts","q23_online_infoaboutproducts","q24_instore_assortment","q25_online_assortment","q26_instore_productform_assurance","q27_online_productform_assurance","q28_instore_assort_lasting","q29_online_assort_lasting","q30_instore_deliverytime","q31_online_deliverytime","q32_online_info_deliverytime","q33_instore_return_policy","q34_online_return_policy","q35_instore_payment_methods","q36_online_payment_methods","q37_instore_kindness_employees","q38_instore_tidyness","q39_online_attractivedesign","q40_online_clarityportfolio","q41_online_peaceofmindinfo_privacysecurity","q42_instore_pleasant_socialinteraction","q43_online_pleasant_socialinteraction","q44_satisfaction_products_brand","q45_satisfaction_instore_brand","q46_satisfaction_web_brand","q47_instore_search_alternat","q48_online_search_alternat","q49_futureint_productsbrand","q50_futureint_instorepurch","q51_futureint_onlinepurch","q52_out10_instoreBrand_totalinstore","q53_out10_onlineBrand_totalinstore","q54_instore_recomend","q55_online_recomend","q56_newchannel_attitud","q57_instore_prices_to_otherbrands","q58_online_pricesto_otheronline","q59_online_sendingfees_toothers","q60_instore_impreducingtime","q61_online_impreducingtime","q62_out10_instoreBrand_totalinstore","q63_out10_onlineBrand_totalinstore","q64_Sex","q65_age","q_65_recoded_age","q66_marital_status","q67_peopleathome","q68_childrenunder14","q69_localzipnumber","q70_state","q71_town_pop","q72_educationlevel","q73_occupation","q74_monthlyincome","distance_km","distance_minutes"
"211",2015-03-27 10:33:00,"YES","40-49%","YES","YES","Once","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,9,8,7,8,8,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,9,10,10,10,8,9,9,8,8,8,8,7,6,9,7,8,10,10,9,6,10,7,10,10,10,9,8,9,8,8,9,9,7,8,8,8,9,9,8,8,8,9,"Disfruto explorando canales alternativos",9,7,6,8,10,8,2,"Female",35,"De 25 a 40 años","Casado/a",3,"Uno","13700","CIUDAD REAL","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",110,70
"213",2015-03-27 10:34:00,"YES","30-39%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","YES","NO",NA,8,7,6,6,3,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,7,8,5,8,6,6,6,6,6,7,7,8,7,8,7,5,5,5,6,6,6,7,7,7,7,9,8,9,9,8,8,8,8,8,7,7,8,6,2,4,8,8,"Me gusta comprar en el mismo canal",7,7,5,0,0,2,4,"Female",22,"Menos de 25 años","Soltero/a",4,"Ninguno","24238","LEÓN","Menos de 1000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",51.9,39
"214",2015-03-27 10:34:00,"YES","40-49%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,5,9,9,8,9,10,9,5,9,8,8,9,8,9,9,9,10,9,9,9,6,6,10,10,9,9,9,9,9,9,9,9,9,10,9,8,5,9,9,"Soy cauteloso a la hora de probar nuevos canales",6,6,8,2,2,8,8,"Female",50,"De 41 a 60 años","Casado/a",3,"Ninguno","7181","BALEARES","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.000 a 1.249,99 €",6.4,22
"215",2015-03-27 10:34:00,"YES","0-9%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,9,9,7,9,7,9,8,7,8,8,8,9,9,9,7,9,9,9,9,8,9,8,7,8,9,9,8,10,9,7,6,6,9,9,9,4,3,8,8,"Soy cauteloso a la hora de probar nuevos canales",4,4,4,5,5,4,3,"Male",40,"De 25 a 40 años","Casado/a",4,"Dos","35110","PALMAS, LAS","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.500 a 1.999,99 €",19.3,17
"216",2015-03-27 10:35:00,"YES","50-59%","YES","NO","More than five times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","YES","NO","NO","NO",NA,0,0,2,0,10,NA,NA,NA,NA,NA,NA,"NO","YES","NO","NO","NO","NO",NA,9,7,9,2,5,5,2,7,7,6,8,5,9,5,8,5,9,5,5,8,5,8,5,7,7,6,5,5,7,5,8,9,6,10,5,9,9,5,7,2,8,5,"Soy cauteloso a la hora de probar nuevos canales",6,6,7,9,5,7,2,"Female",33,"De 25 a 40 años","Casado/a",4,"Dos","8030","BARCELONA","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",0.4,3
"218",2015-03-27 10:36:00,"YES","20-29%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,4,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,8,7,7,7,5,8,7,6,7,8,7,7,7,8,5,7,8,7,8,6,9,9,8,6,7,7,7,7,8,5,7,7,8,7,4,2,0,5,4,"Soy cauteloso a la hora de probar nuevos canales",6,5,4,8,8,2,0,"Female",30,"De 25 a 40 años","Soltero/a",4,"Uno","41510","SEVILLA","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","Menos de 500 €",29.2,26
"219",2015-03-27 10:39:00,"YES","30-39%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","YES","NO",NA,3,5,3,4,2,"NO","NO","YES","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,6,7,6,8,6,7,7,7,7,8,8,8,7,7,7,7,7,8,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,7,3,8,8,"Soy cauteloso a la hora de probar nuevos canales",8,8,8,7,8,5,2,"Female",45,"De 41 a 60 años","Casado/a",4,"Uno","47010","VALLADOLID","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",6,15
"2229",2015-04-13 18:35:00,"YES","50-59%","NO","YES",NA,"Twice or three times","Online shopper","visitweb","Online customer_monochannel user","YES","YES","NO","NO","NO",NA,1,2,0,1,0,"YES","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,8,8,8,6,5,7,8,6,5,6,7,6,7,5,6,7,6,8,7,7,7,7,7,7,6,7,6,6,7,7,6,6,7,8,8,7,8,7,8,"Soy cauteloso a la hora de probar nuevos canales",7,6,7,6,7,5,5,"Female",27,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","41002","SEVILLA","De 100000 a 499999 habitantes","Master","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",0.7,9
"223",2015-03-27 10:45:00,"YES","50-59%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,6,7,5,3,9,"YES","NO","NO","YES","NO",NA,"YES","YES","YES","NO","NO","NO",NA,8,6,7,7,7,7,8,7,8,9,8,8,8,8,7,6,6,7,10,8,8,8,8,8,8,8,8,9,9,8,8,9,8,9,8,7,7,5,2,2,5,6,"Disfruto explorando canales alternativos",8,8,7,7,10,2,2,"Male",21,"Menos de 25 años","Soltero/a",4,"Ninguno","21005","HUELVA","De 100000 a 499999 habitantes","Estudios universitarios","Estudiante","De 1.500 a 1.999,99 €",9.7,11
"224",2015-03-27 10:50:00,"YES","0-9%","YES","NO","Once",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,7,7,4,1,0,2,2,3,3,4,4,5,7,5,5,5,5,3,4,5,6,6,4,4,5,5,5,5,5,5,5,5,5,5,5,2,1,3,3,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,5,2,1,"Male",62,"Más de 60 años","Casado/a",3,"Ninguno","8225","BARCELONA","De 100000 a 499999 habitantes","Estudios universitarios","Jubilado","De 3.000 a 3.499,99 €",8.9,14
"225",2015-03-27 10:52:00,"YES","60-69%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,9,9,6,7,5,"YES","NO","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,7,9,9,9,9,8,8,5,7,7,7,6,6,8,7,7,6,8,8,8,8,7,7,7,9,9,8,8,8,5,8,7,8,7,7,9,9,9,8,8,8,8,"Disfruto explorando canales alternativos",6,6,5,6,5,7,7,"Female",44,"De 41 a 60 años","Soltero/a",5,"Uno","32350","ORENSE","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",16.8,19
"226",2015-03-27 11:03:00,"YES","10-19%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,5,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,10,10,10,4,5,5,10,8,10,7,7,5,5,10,6,10,10,6,10,10,10,6,10,8,10,8,9,8,9,9,3,3,10,10,10,5,0,10,5,"Soy cauteloso a la hora de probar nuevos canales",5,5,8,0,0,10,0,"Female",51,"De 41 a 60 años","Casado/a",2,"Ninguno","33202","ASTURIAS","De 500000 a 1000000 habitantes","Enseñanza primaria (EGB/ESO)","Parado","De 500 a 999,99 €",1.6,9
"227",2015-03-27 11:04:00,"YES","0-9%","YES","NO","Once",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,1,6,3,7,0,8,0,6,1,8,0,6,0,6,0,0,8,0,9,0,6,6,0,0,0,5,0,7,7,0,8,0,7,9,0,2,0,2,0,"Soy cauteloso a la hora de probar nuevos canales",5,5,7,7,0,2,0,"Male",47,"De 41 a 60 años","Casado/a",5,"Dos","11406","CÁDIZ","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",4.4,11
"228",2015-03-27 11:04:00,"YES","50-59%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,5,5,0,0,10,NA,NA,NA,NA,NA,NA,"NO","YES","NO","NO","NO","NO",NA,7,7,6,8,7,7,7,5,6,7,7,6,8,8,7,7,7,7,7,7,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Soy cauteloso a la hora de probar nuevos canales",7,7,7,7,7,7,7,"Male",44,"De 41 a 60 años","Divorciado/a, separado/a",4,"Ninguno","28903","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 2.500 a 2.999,99 €",4.7,9
"230",2015-03-27 11:09:00,"YES","0-9%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","YES","NO","NO",NA,6,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,7,7,7,5,2,3,5,4,6,7,7,3,7,7,6,8,7,3,8,5,6,6,5,6,5,5,6,6,6,6,6,6,6,6,6,8,1,6,6,"Soy cauteloso a la hora de probar nuevos canales",5,5,6,3,3,8,1,"Female",49,"De 41 a 60 años","Casado/a",4,"Ninguno","7190","BALEARES","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",18.7,32
"231",2015-03-27 11:10:00,"YES","0-9%","YES","YES","None","Twice or three times","Online shopper","visitboth","Online customer_omnichannel user","NO","NO","NO","NO","YES","cosas de casa",0,0,0,0,10,NA,NA,NA,NA,NA,NA,"YES","NO","YES","NO","NO","NO",NA,8,8,5,10,5,8,6,7,10,9,8,10,8,8,7,7,9,9,9,8,8,10,10,8,8,8,8,9,5,3,8,8,8,8,8,7,6,8,8,8,7,7,"Me gusta comprar en el mismo canal",7,7,5,5,5,8,8,"Female",41,"De 41 a 60 años","Casado/a",4,"Dos","28005","MADRID","Más de 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",3.2,9
"232",2015-03-27 11:15:00,"YES","40-49%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","YES","NO","NO",NA,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,5,5,5,5,5,0,8,8,6,5,8,5,8,8,6,5,5,10,10,10,5,10,8,6,8,5,10,2,8,8,5,8,5,8,10,0,8,0,10,5,"Me gusta comprar en el mismo canal",6,5,5,2,0,8,0,"Female",36,"De 25 a 40 años","Soltero/a",4,"Ninguno","35210","PALMAS, LAS","De 500000 a 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",9.4,16
"233",2015-03-27 11:18:00,"YES","90-100%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,2,3,3,3,6,4,7,5,7,6,6,0,4,0,0,0,0,7,0,7,5,8,7,5,5,5,0,0,6,7,0,3,0,7,8,0,6,0,6,0,"Soy cauteloso a la hora de probar nuevos canales",6,5,6,3,0,7,0,"Male",47,"De 41 a 60 años","Viudo/a",2,"Ninguno","33012","ASTURIAS","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta propia","De 1.000 a 1.249,99 €",3.1,9
"234",2015-03-27 11:32:00,"YES","20-29%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,8,8,8,8,8,"NO","NO","NO","YES","NO",NA,"YES","YES","NO","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"Disfruto explorando canales alternativos",5,5,5,5,5,6,7,"Female",30,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","45200","TOLEDO","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",26.3,21
"235",2015-03-27 11:34:00,"YES","40-49%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,4,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,10,8,6,7,7,8,7,8,6,8,7,7,6,7,6,10,8,7,8,9,8,8,7,7,5,6,2,8,8,8,7,6,8,8,8,3,2,8,8,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,10,3,2,"Male",65,"Más de 60 años","Casado/a",2,"Ninguno","48012","VIZCAYA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 500 a 999,99 €",1.9,9
"236",2015-03-27 11:45:00,"YES","10-19%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,4,4,1,6,"NO","NO","NO","NO","YES","cercania","NO","NO","NO","YES","NO","NO",NA,5,9,7,9,8,8,8,8,7,8,7,8,7,7,7,5,8,8,8,7,8,7,8,6,7,7,7,7,7,6,7,7,7,7,7,7,8,8,8,8,7,7,"Soy cauteloso a la hora de probar nuevos canales",4,4,5,6,6,8,8,"Male",45,"De 41 a 60 años","Vive en pareja (sin casarse)",4,"Dos","6660","BADAJOZ","De 1000 a 4999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 3.500 a 3.999,99 €",121,110
"237",2015-03-27 11:46:00,"YES","30-39%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,4,4,5,6,3,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,6,6,7,4,5,5,5,6,6,6,7,6,7,6,6,7,7,7,7,7,6,7,6,7,6,6,7,6,7,7,7,7,6,7,6,6,6,7,7,7,9,8,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,5,7,6,"Female",40,"De 25 a 40 años","Soltero/a",3,"Ninguno","50007","ZARAGOZA","De 500000 a 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta propia","De 1.250 a 1.499,99 €",13.7,46
"243",2015-03-27 12:06:00,"YES","10-19%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,5,8,5,8,0,8,5,9,5,10,5,7,3,7,3,4,8,3,10,4,10,9,3,3,3,3,3,8,9,2,5,2,9,8,2,5,0,7,2,"Soy cauteloso a la hora de probar nuevos canales",4,2,10,10,0,5,0,"Male",64,"Más de 60 años","Casado/a",4,"Ninguno","30310","MURCIA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Jubilado","De 1.500 a 1.999,99 €",8.8,23
"244",2015-03-27 12:10:00,"YES","40-49%","YES","NO","More than five times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","YES","YES","YES","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,5,5,8,9,3,8,9,5,9,10,6,4,7,8,10,8,7,7,8,7,6,10,8,9,7,8,8,7,10,10,10,9,0,10,10,5,10,10,10,10,"Disfruto explorando canales alternativos",7,9,5,0,0,10,10,"Male",32,"De 25 a 40 años","Vive en pareja (sin casarse)",4,"Dos","36413","PONTEVEDRA","De 5000 a 19999 habitantes","Enseñanza primaria (EGB/ESO)","Parado","Menos de 500 €",4.1,11
"245",2015-03-27 12:16:00,"YES","20-29%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,6,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,7,5,10,10,7,7,5,10,10,"Soy cauteloso a la hora de probar nuevos canales",3,3,5,5,5,7,5,"Male",65,"Más de 60 años","Casado/a",3,"Ninguno","15668","CORUÑA, LA","De 1000 a 4999 habitantes","Enseñanza primaria (EGB/ESO)","Trabaja por cuenta ajena","De 500 a 999,99 €",12.3,19
"247",2015-03-27 12:26:00,"YES","20-29%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,7,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,9,8,8,6,6,6,9,7,6,9,5,4,4,9,5,8,8,8,9,8,9,9,7,7,6,8,7,9,10,5,7,8,10,10,9,3,0,10,7,"Disfruto explorando canales alternativos",2,3,5,6,5,3,0,"Male",25,"De 25 a 40 años","Soltero/a",3,"Ninguno","48006","VIZCAYA","De 500000 a 1000000 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 2.000 a 2.499,99 €",0.7,9
"249",2015-03-27 12:32:00,"YES","0-9%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,7,8,9,7,8,8,10,7,10,10,10,7,9,9,10,7,8,10,8,10,9,10,10,8,8,7,7,7,9,9,5,7,5,9,9,6,10,5,9,7,"Soy cauteloso a la hora de probar nuevos canales",4,4,5,2,6,10,10,"Male",59,"De 41 a 60 años","Casado/a",3,"Ninguno","46701","VALENCIA","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Jubilado","De 3.000 a 3.499,99 €",2.1,6
"252",2015-03-27 12:33:00,"YES","30-39%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,7,6,7,1,10,"NO","NO","NO","YES","NO",NA,"YES","YES","NO","YES","NO","NO",NA,8,10,5,10,10,10,7,6,8,10,9,8,7,8,7,7,9,9,10,10,9,9,8,9,8,7,9,9,7,7,10,10,9,8,7,7,7,6,6,3,10,10,"Disfruto explorando canales alternativos",7,7,5,7,7,6,3,"Female",27,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","28028","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 3.500 a 3.999,99 €",6.3,7
"253",2015-03-27 12:34:00,"YES","0-9%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","YES","NO","NO",NA,8,0,8,1,0,"NO","NO","NO","YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,10,10,3,9,10,6,8,6,10,9,7,5,6,6,6,5,10,6,8,6,6,8,8,6,7,6,6,7,6,6,8,8,7,7,7,7,8,8,2,2,7,7,"Disfruto explorando canales alternativos",7,7,6,5,5,2,2,"Female",24,"Menos de 25 años","Soltero/a",5,"Ninguno","15703","CORUÑA, LA","De 1000 a 4999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",4.8,3
"2531",2015-04-14 09:36:00,"YES","10-19%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","NO","NO","NO","NO","YES","camisas, pantalones",6,6,6,5,5,"NO","NO","NO","YES","NO",NA,"NO","NO","YES","NO","NO","NO",NA,5,6,7,6,6,6,6,5,5,6,6,5,5,6,6,5,7,7,7,7,6,7,1,8,7,7,7,7,6,6,5,7,6,5,5,8,8,2,8,2,7,3,"Soy cauteloso a la hora de probar nuevos canales",7,2,4,5,6,7,8,"Male",39,"De 25 a 40 años","Soltero/a",2,"Ninguno","48920","VIZCAYA","De 20000 a 99999 habitantes","Enseñanza primaria (EGB/ESO)","Parado","Menos de 500 €",5.4,7
"254",2015-03-27 12:34:00,"YES","20-29%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,1,10,10,"Disfruto explorando canales alternativos",7,7,9,4,3,7,8,"Female",27,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","8214","BARCELONA","Menos de 1000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",4.4,17
"257",2015-03-27 12:36:00,"YES","10-19%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,5,5,7,0,9,NA,NA,NA,NA,NA,NA,"YES","YES","NO","NO","NO","NO",NA,10,8,7,8,6,8,7,5,6,4,7,6,8,8,6,4,7,6,7,8,7,7,9,6,10,6,7,9,6,6,6,8,8,7,8,7,7,7,3,4,6,7,"Disfruto explorando canales alternativos",7,7,6,6,7,8,8,"Male",31,"De 25 a 40 años","Casado/a",2,"Ninguno","41927","SEVILLA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",3.1,8
"259",2015-03-27 12:38:00,"YES","10-19%","YES","NO","Once",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,2,0,0,1,0,"YES","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,2,3,1,6,0,4,1,5,5,6,4,4,5,7,5,4,5,4,6,4,4,4,4,3,4,5,4,6,4,4,5,3,5,7,4,3,3,5,4,"Soy cauteloso a la hora de probar nuevos canales",4,4,7,5,6,3,3,"Male",27,"De 25 a 40 años","Soltero/a",4,"Ninguno","20110","GUIPÚZCOA","De 5000 a 19999 habitantes","Estudios universitarios","Parado","De 1.000 a 1.249,99 €",11.6,20
"261",2015-03-27 12:41:00,"YES","30-39%","YES","YES","Twice or three times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,5,6,8,4,9,"YES","NO","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,8,10,9,5,8,9,7,7,7,10,7,10,6,7,10,7,7,10,10,8,9,10,10,8,7,10,6,10,8,10,10,10,10,3,10,10,10,10,3,3,10,10,"Soy cauteloso a la hora de probar nuevos canales",10,8,8,7,9,7,7,"Male",22,"Menos de 25 años","Casado/a",6,"Uno","2004","ALBACETE","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",2.7,9
"263",2015-03-27 12:46:00,"YES","40-49%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,9,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,8,8,8,8,9,10,10,9,9,9,10,9,9,10,9,9,10,9,10,10,10,10,10,9,9,9,10,10,10,10,10,2,1,10,9,9,8,7,9,8,"Soy cauteloso a la hora de probar nuevos canales",1,1,3,9,10,9,7,"Male",36,"De 25 a 40 años","Casado/a",4,"Dos","2006","ALBACETE","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",8.6,24
